LocationID	Treatment	Label	LabelID	Type	Type2	TreeSizeCat	TreePerimeter	Lat	Long	Aspect	DistIsland	DistReef	TreesWithin50	Timepoint	Grouping	MedGroupProb	Maxgroupsize	TotalGroupingFish	Predominantspecies
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	14	y	0.55	35	45	Lutjanussp.
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	15	y	0.55	28	40	Lutjanussp.
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	16	n	0.55	19	30	Lutjanussp.
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	17	n	0.55	13	26	Lutjanussp.
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	18	y	0.55	23	23	Lutjanussp.
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	19	y	0.55	27	27	Lutjanussp.
1	a	1TL	8	large	large	L	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	20	n	0.55	6	12	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	1	y	0.95	51	51	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	2	y	0.95	47	47	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	3	y	0.95	40	40	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	4	y	0.95	48	48	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	5	y	0.95	36	36	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	6	y	0.95	44	44	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	7	y	0.95	37	37	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	8	y	0.95	24	24	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	9	y	0.95	35	35	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	10	y	0.95	32	32	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	11	y	0.95	35	35	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	12	y	0.95	30	30	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	13	y	0.95	23	23	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	14	y	0.95	26	26	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	15	y	0.95	36	36	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	16	y	0.95	25	25	Lutjanussp.
