LocationID	SiteID	Treatment	Label	Type	TreePerimeter	Lat	Long	Aspect	DistIsland	DistReef	TreesWithin50	Timepoint	GroupingProb	Grouping	MedGroupProb	Maxgroupsize	TotalGroupingFish	Predominantspecies
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	8	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	9	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	10	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	11	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	12	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	13	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	14	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	15	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	16	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	17	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	18	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	19	0	n	0	0	0	nogroup
3	6	b	3NTL	control	na	-18.173185	178.519753	na	174.0699831	548.0597092	7	20	0	n	0	0	0	nogroup
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	1	0	n	0	11	11	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	2	0	n	0	11	11	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	3	0	n	0	9	9	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	4	0	n	0	10	10	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	5	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	6	0	n	0	8	8	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	7	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	8	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	9	0	n	0	0	0	nogroup
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	10	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	11	0	n	0	8	8	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	12	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	13	0	n	0	0	0	nogroup
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	14	0	n	0	0	0	nogroup
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	15	0	n	0	0	0	nogroup
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	16	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	17	0	n	0	14	14	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	18	0	n	0	6	6	Lutjanussp.
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	19	0	n	0	6	6	Lizavaigiensis
3	6	a	3TL	large	30.3	-18.173308	178.519574	e	155.3255161	548.4669352	7	20	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	1	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	2	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	3	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	4	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	5	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	6	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	7	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	8	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	9	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	10	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	11	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	12	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	13	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	14	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	15	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	16	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	17	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	18	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	19	0	n	0	0	0	nogroup
2	7	b	2NTL	control	na	-18.175209	178.518393	na	150.5347985	464.146637	8	20	0	n	0	0	0	nogroup
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	1	100	y	0.95	31	31	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	2	100	y	0.95	40	40	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	3	100	y	0.95	28	28	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	4	100	y	0.95	29	29	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	5	100	y	0.95	35	35	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	6	100	y	0.95	28	28	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	7	100	y	0.95	34	34	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	8	100	y	0.95	29	29	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	9	100	y	0.95	33	33	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	10	100	y	0.95	32	32	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	11	100	y	0.95	24	24	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	12	0	n	0.95	18	18	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	13	100	y	0.95	35	35	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	14	100	y	0.95	32	32	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	15	100	y	0.95	26	26	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	16	100	y	0.95	23	23	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	17	100	y	0.95	20	20	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	18	100	y	0.95	34	40	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	19	100	y	0.95	29	29	Lutjanussp.
2	7	a	2TL	large	17.5	-18.175207	178.518192	e	134.7359018	478.5779172	4	20	100	y	0.95	35	35	Lutjanussp.
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	1	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	2	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	3	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	4	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	5	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	6	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	7	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	8	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	9	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	10	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	11	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	12	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	13	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	14	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	15	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	16	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	17	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	18	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	19	0	n	0	0	0	nogroup
1	8	b	1NTL	control	na	-18.17467	178.519754	na	226.9688408	417.7462744	0	20	0	n	0	0	0	nogroup
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	1	100	y	0.55	31	31	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	2	100	y	0.55	41	41	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	3	100	y	0.55	31	31	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	4	100	y	0.55	26	26	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	5	100	y	0.55	26	0	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	6	100	y	0.55	21	0	Abudefdufsexfasciatus
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	7	0	n	0.55	7	0	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	8	0	n	0.55	7	0	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	9	0	n	0.55	8	0	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	10	0	n	0.55	8	0	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	11	0	n	0.55	19	28	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	12	0	n	0.55	7	7	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	13	100	y	0.55	27	41	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	14	100	y	0.55	35	45	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	15	100	y	0.55	28	40	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	16	0	n	0.55	19	30	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	17	0	n	0.55	13	26	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	18	100	y	0.55	23	23	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	19	100	y	0.55	27	27	Lutjanussp.
1	8	a	1TL	large	21.4	-18.174679	178.519585	e	213.461218	427.930848	1	20	0	n	0.55	6	12	Lutjanussp.
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	1	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	2	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	3	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	4	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	5	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	6	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	7	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	8	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	9	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	10	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	11	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	12	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	13	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	14	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	15	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	16	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	17	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	18	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	19	0	n	0	0	0	nogroup
8	9	b	8NTM	control	na	-18.170811	178.525452	na	805.1582069	486.7164659	0	20	0	n	0	0	0	nogroup
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	1	100	y	0.95	51	51	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	2	100	y	0.95	47	47	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	3	100	y	0.95	40	40	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	4	100	y	0.95	48	48	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	5	100	y	0.95	36	36	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	6	100	y	0.95	44	44	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	7	100	y	0.95	37	37	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	8	100	y	0.95	24	24	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	9	100	y	0.95	35	35	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	10	100	y	0.95	32	32	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	11	100	y	0.95	35	35	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	12	100	y	0.95	30	30	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	13	100	y	0.95	23	23	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	14	100	y	0.95	26	26	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	15	100	y	0.95	36	36	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	16	100	y	0.95	25	25	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	17	0	n	0.95	18	18	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	18	100	y	0.95	28	28	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	19	100	y	0.95	41	41	Lutjanussp.
8	9	a	8TM	medium	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	20	100	y	0.95	35	35	Lutjanussp.
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	1	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	2	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	3	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	4	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	5	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	6	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	7	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	8	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	9	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	10	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	11	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	12	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	13	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	14	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	15	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	16	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	17	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	18	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	19	0	n	0	0	0	nogroup
7	10	b	7NTM	control	na	-18.172177	178.525694	na	806.6580083	333.3837487	0	20	0	n	0	0	0	nogroup
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	1	100	y	0.95	20	20	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	2	100	y	0.95	32	32	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	3	100	y	0.95	65	65	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	4	100	y	0.95	59	59	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	5	100	y	0.95	55	55	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	6	100	y	0.95	61	61	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	7	100	y	0.95	69	69	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	8	100	y	0.95	44	44	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	9	100	y	0.95	45	45	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	10	100	y	0.95	44	44	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	11	100	y	0.95	41	41	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	12	100	y	0.95	41	41	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	13	100	y	0.95	58	58	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	14	100	y	0.95	44	44	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	15	100	y	0.95	55	55	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	16	100	y	0.95	36	36	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	17	0	n	0.95	16	16	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	18	100	y	0.95	20	20	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	19	100	y	0.95	30	30	Lutjanussp.
7	10	a	7TM	medium	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	20	100	y	0.95	42	42	Lutjanussp.
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	1	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	2	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	3	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	4	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	5	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	6	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	7	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	8	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	9	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	10	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	11	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	12	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	13	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	14	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	15	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	16	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	17	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	18	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	19	0	n	0	0	0	nogroup
6	11	b	6NTM	control	na	-18.171854	178.522326	na	456.958137	517.8032493	4	20	0	n	0	0	0	nogroup
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	1	0	n	0.85	17	17	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	2	100	y	0.85	25	25	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	3	100	y	0.85	23	23	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	4	0	n	0.85	17	17	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	5	100	y	0.85	21	21	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	6	0	n	0.85	12	12	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	7	0	n	0.85	11	11	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	8	0	n	0.85	16	16	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	9	0	n	0.85	13	13	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	10	0	n	0.85	6	6	Lutjanussp.
6	11	a	6TM	medium	15	-18.172015	178.522208	e	441.5917967	509.0123432	4	11	0	n	0.85	15	15	Lutjanussp.
